Found (0, 1, 2, 3, 4, 5, 6) in 2 guesses.
Found (1, 5, 6, 0, 2, 3, 4) in 5 guesses.
Found (1, 5, 6, 0, 2, 4, 3) in 5 guesses.
Found (1, 5, 6, 0, 3, 2, 4) in 5 guesses.
Found (1, 5, 6, 0, 3, 4, 2) in 5 guesses.
Found (1, 5, 6, 0, 4, 2, 3) in 5 guesses.
Found (1, 5, 6, 0, 4, 3, 2) in 5 guesses.
Found (1, 5, 6, 2, 0, 3, 4) in 5 guesses.
Found (1, 5, 6, 2, 0, 4, 3) in 5 guesses.
Found (1, 5, 6, 2, 3, 0, 4) in 5 guesses.
Found (1, 5, 6, 2, 3, 4, 0) in 5 guesses.
Found (1, 5, 6, 2, 4, 0, 3) in 6 guesses.
Found (1, 5, 6, 2, 4, 3, 0) in 5 guesses.
Found (1, 5, 6, 3, 0, 2, 4) in 5 guesses.
Found (1, 5, 6, 3, 0, 4, 2) in 6 guesses.
Found (1, 5, 6, 3, 2, 0, 4) in 5 guesses.
Found (1, 5, 6, 3, 2, 4, 0) in 6 guesses.
Found (1, 5, 6, 3, 4, 0, 2) in 5 guesses.
Found (1, 5, 6, 3, 4, 2, 0) in 5 guesses.
Found (1, 5, 6, 4, 0, 2, 3) in 5 guesses.
Found (1, 5, 6, 4, 0, 3, 2) in 5 guesses.
Found (1, 5, 6, 4, 2, 0, 3) in 5 guesses.
Found (1, 5, 6, 4, 2, 3, 0) in 5 guesses.
Found (1, 5, 6, 4, 3, 0, 2) in 5 guesses.
Found (1, 5, 6, 4, 3, 2, 0) in 5 guesses.
Found (1, 6, 0, 2, 3, 4, 5) in 5 guesses.
Found (1, 6, 0, 2, 3, 5, 4) in 5 guesses.
Found (1, 6, 0, 2, 4, 3, 5) in 5 guesses.
Found (1, 6, 0, 2, 4, 5, 3) in 5 guesses.
Found (1, 6, 0, 2, 5, 3, 4) in 5 guesses.
Found (1, 6, 0, 2, 5, 4, 3) in 5 guesses.
Found (1, 6, 0, 3, 2, 4, 5) in 5 guesses.
Found (1, 6, 0, 3, 2, 5, 4) in 5 guesses.
Found (1, 6, 0, 3, 4, 2, 5) in 5 guesses.
Found (1, 6, 0, 3, 4, 5, 2) in 4 guesses.
Found (1, 6, 0, 3, 5, 2, 4) in 5 guesses.
Found (1, 6, 0, 3, 5, 4, 2) in 5 guesses.
Found (1, 6, 0, 4, 2, 3, 5) in 6 guesses.
Found (1, 6, 0, 4, 2, 5, 3) in 5 guesses.
Found (1, 6, 0, 4, 3, 2, 5) in 5 guesses.
Found (1, 6, 0, 4, 3, 5, 2) in 5 guesses.
Found (1, 6, 0, 4, 5, 2, 3) in 6 guesses.
Found (1, 6, 0, 4, 5, 3, 2) in 6 guesses.
Found (1, 6, 0, 5, 2, 3, 4) in 5 guesses.
Found (1, 6, 0, 5, 2, 4, 3) in 5 guesses.
Found (1, 6, 0, 5, 3, 2, 4) in 6 guesses.
Found (1, 6, 0, 5, 3, 4, 2) in 5 guesses.
Found (1, 6, 0, 5, 4, 2, 3) in 5 guesses.
Found (1, 6, 0, 5, 4, 3, 2) in 5 guesses.
Found (1, 6, 2, 0, 3, 4, 5) in 5 guesses.
Found (1, 6, 2, 0, 3, 5, 4) in 5 guesses.
Found (1, 6, 2, 0, 4, 3, 5) in 5 guesses.
Found (1, 6, 2, 0, 4, 5, 3) in 4 guesses.
Found (1, 6, 2, 0, 5, 3, 4) in 5 guesses.
Found (1, 6, 2, 0, 5, 4, 3) in 5 guesses.
Found (1, 6, 2, 3, 0, 4, 5) in 5 guesses.
Found (1, 6, 2, 3, 0, 5, 4) in 4 guesses.
Found (1, 6, 2, 3, 4, 0, 5) in 4 guesses.
Found (1, 6, 2, 3, 4, 5, 0) in 4 guesses.
Found (1, 6, 2, 3, 5, 0, 4) in 5 guesses.
Found (1, 6, 2, 3, 5, 4, 0) in 5 guesses.
Found (1, 6, 2, 4, 0, 3, 5) in 5 guesses.
Found (1, 6, 2, 4, 0, 5, 3) in 5 guesses.
Found (1, 6, 2, 4, 3, 0, 5) in 5 guesses.
Found (1, 6, 2, 4, 3, 5, 0) in 4 guesses.
Found (1, 6, 2, 4, 5, 0, 3) in 5 guesses.
Found (1, 6, 2, 4, 5, 3, 0) in 5 guesses.
Found (1, 6, 2, 5, 0, 3, 4) in 5 guesses.
Found (1, 6, 2, 5, 0, 4, 3) in 5 guesses.
Found (1, 6, 2, 5, 3, 0, 4) in 6 guesses.
Found (1, 6, 2, 5, 3, 4, 0) in 5 guesses.
Found (1, 6, 2, 5, 4, 0, 3) in 5 guesses.
Found (1, 6, 2, 5, 4, 3, 0) in 5 guesses.
Found (1, 6, 3, 0, 2, 4, 5) in 5 guesses.
Found (1, 6, 3, 0, 2, 5, 4) in 5 guesses.
Found (1, 6, 3, 0, 4, 2, 5) in 5 guesses.
Found (1, 6, 3, 0, 4, 5, 2) in 5 guesses.
Found (1, 6, 3, 0, 5, 2, 4) in 4 guesses.
Found (1, 6, 3, 0, 5, 4, 2) in 5 guesses.
Found (1, 6, 3, 2, 0, 4, 5) in 5 guesses.
Found (1, 6, 3, 2, 0, 5, 4) in 5 guesses.
Found (1, 6, 3, 2, 4, 0, 5) in 5 guesses.
Found (1, 6, 3, 2, 4, 5, 0) in 5 guesses.
Found (1, 6, 3, 2, 5, 0, 4) in 5 guesses.
Found (1, 6, 3, 2, 5, 4, 0) in 5 guesses.
Found (1, 6, 3, 4, 0, 2, 5) in 5 guesses.
Found (1, 6, 3, 4, 0, 5, 2) in 5 guesses.
Found (1, 6, 3, 4, 2, 0, 5) in 6 guesses.
Found (1, 6, 3, 4, 2, 5, 0) in 5 guesses.
Found (1, 6, 3, 4, 5, 0, 2) in 5 guesses.
Found (1, 6, 3, 4, 5, 2, 0) in 5 guesses.
Found (1, 6, 3, 5, 0, 2, 4) in 5 guesses.
Found (1, 6, 3, 5, 0, 4, 2) in 6 guesses.
Found (1, 6, 3, 5, 2, 0, 4) in 5 guesses.
Found (1, 6, 3, 5, 2, 4, 0) in 5 guesses.
Found (1, 6, 3, 5, 4, 0, 2) in 5 guesses.
Found (1, 6, 3, 5, 4, 2, 0) in 5 guesses.
Found (1, 6, 4, 0, 2, 3, 5) in 6 guesses.
Found (1, 6, 4, 0, 2, 5, 3) in 5 guesses.
Found (1, 6, 4, 0, 3, 2, 5) in 6 guesses.
Found (1, 6, 4, 0, 3, 5, 2) in 5 guesses.
Found (1, 6, 4, 0, 5, 2, 3) in 5 guesses.
Found (1, 6, 4, 0, 5, 3, 2) in 5 guesses.
Found (1, 6, 4, 2, 0, 3, 5) in 5 guesses.
Found (1, 6, 4, 2, 0, 5, 3) in 5 guesses.
Found (1, 6, 4, 2, 3, 0, 5) in 5 guesses.
Found (1, 6, 4, 2, 3, 5, 0) in 5 guesses.
Found (1, 6, 4, 2, 5, 0, 3) in 6 guesses.
Found (1, 6, 4, 2, 5, 3, 0) in 5 guesses.
Found (1, 6, 4, 3, 0, 2, 5) in 5 guesses.
Found (1, 6, 4, 3, 0, 5, 2) in 5 guesses.
Found (1, 6, 4, 3, 2, 0, 5) in 5 guesses.
Found (1, 6, 4, 3, 2, 5, 0) in 5 guesses.
Found (1, 6, 4, 3, 5, 0, 2) in 5 guesses.
Found (1, 6, 4, 3, 5, 2, 0) in 5 guesses.
Found (1, 6, 4, 5, 0, 2, 3) in 5 guesses.
Found (1, 6, 4, 5, 0, 3, 2) in 5 guesses.
Found (1, 6, 4, 5, 2, 0, 3) in 5 guesses.
Found (1, 6, 4, 5, 2, 3, 0) in 5 guesses.
Found (1, 6, 4, 5, 3, 0, 2) in 5 guesses.
Found (1, 6, 4, 5, 3, 2, 0) in 5 guesses.
Found (1, 6, 5, 0, 2, 3, 4) in 5 guesses.
Found (1, 6, 5, 0, 2, 4, 3) in 6 guesses.
Found (1, 6, 5, 0, 3, 2, 4) in 5 guesses.
Found (1, 6, 5, 0, 3, 4, 2) in 6 guesses.
Found (1, 6, 5, 0, 4, 2, 3) in 5 guesses.
Found (1, 6, 5, 0, 4, 3, 2) in 4 guesses.
Found (1, 6, 5, 2, 0, 3, 4) in 6 guesses.
Found (1, 6, 5, 2, 0, 4, 3) in 5 guesses.
Found (1, 6, 5, 2, 3, 0, 4) in 6 guesses.
Found (1, 6, 5, 2, 3, 4, 0) in 5 guesses.
Found (1, 6, 5, 2, 4, 0, 3) in 6 guesses.
Found (1, 6, 5, 2, 4, 3, 0) in 5 guesses.
Found (1, 6, 5, 3, 0, 2, 4) in 5 guesses.
Found (1, 6, 5, 3, 0, 4, 2) in 5 guesses.
Found (1, 6, 5, 3, 2, 0, 4) in 5 guesses.
Found (1, 6, 5, 3, 2, 4, 0) in 5 guesses.
Found (1, 6, 5, 3, 4, 0, 2) in 5 guesses.
Found (1, 6, 5, 3, 4, 2, 0) in 5 guesses.
Found (1, 6, 5, 4, 0, 2, 3) in 5 guesses.
Found (1, 6, 5, 4, 0, 3, 2) in 5 guesses.
Found (1, 6, 5, 4, 2, 0, 3) in 5 guesses.
Found (1, 6, 5, 4, 2, 3, 0) in 5 guesses.
Found (1, 6, 5, 4, 3, 0, 2) in 5 guesses.
Found (1, 6, 5, 4, 3, 2, 0) in 6 guesses.
Found (2, 0, 1, 3, 4, 5, 6) in 3 guesses.
Found (2, 0, 1, 3, 4, 6, 5) in 5 guesses.
Found (2, 0, 1, 3, 5, 4, 6) in 5 guesses.
Found (2, 0, 1, 3, 5, 6, 4) in 3 guesses.
Found (2, 0, 1, 3, 6, 4, 5) in 5 guesses.
Found (2, 0, 1, 3, 6, 5, 4) in 5 guesses.
Found (2, 0, 1, 4, 3, 5, 6) in 3 guesses.
Found (2, 0, 1, 4, 3, 6, 5) in 2 guesses.
Found (2, 0, 1, 4, 5, 3, 6) in 5 guesses.
Found (2, 0, 1, 4, 5, 6, 3) in 4 guesses.
Found (2, 0, 1, 4, 6, 3, 5) in 5 guesses.
Found (2, 0, 1, 4, 6, 5, 3) in 5 guesses.
Found (2, 0, 1, 5, 3, 4, 6) in 5 guesses.
Found (2, 0, 1, 5, 3, 6, 4) in 4 guesses.
Found (2, 0, 1, 5, 4, 3, 6) in 5 guesses.
Found (2, 0, 1, 5, 4, 6, 3) in 5 guesses.
Found (2, 0, 1, 5, 6, 3, 4) in 5 guesses.
Found (2, 0, 1, 5, 6, 4, 3) in 5 guesses.
Found (2, 0, 1, 6, 3, 4, 5) in 5 guesses.
Found (2, 0, 1, 6, 3, 5, 4) in 5 guesses.
Found (2, 0, 1, 6, 4, 3, 5) in 5 guesses.
Found (2, 0, 1, 6, 4, 5, 3) in 5 guesses.
Found (2, 0, 1, 6, 5, 3, 4) in 5 guesses.
Found (2, 0, 1, 6, 5, 4, 3) in 5 guesses.
Found (2, 0, 3, 1, 4, 5, 6) in 4 guesses.
Found (2, 0, 3, 1, 4, 6, 5) in 4 guesses.
Found (2, 0, 3, 1, 5, 4, 6) in 5 guesses.
Found (2, 0, 3, 1, 5, 6, 4) in 5 guesses.
Found (2, 0, 3, 1, 6, 4, 5) in 5 guesses.
Found (2, 0, 3, 1, 6, 5, 4) in 5 guesses.
Found (2, 0, 3, 4, 1, 5, 6) in 2 guesses.
Found (2, 0, 3, 4, 1, 6, 5) in 5 guesses.
Found (2, 0, 3, 4, 5, 1, 6) in 6 guesses.
Found (2, 0, 3, 4, 5, 6, 1) in 4 guesses.
Found (2, 0, 3, 4, 6, 1, 5) in 5 guesses.
Found (2, 0, 3, 4, 6, 5, 1) in 6 guesses.
Found (2, 0, 3, 5, 1, 4, 6) in 6 guesses.
Found (2, 0, 3, 5, 1, 6, 4) in 5 guesses.
Found (2, 0, 3, 5, 4, 1, 6) in 4 guesses.
Found (2, 0, 3, 5, 4, 6, 1) in 5 guesses.
Found (2, 0, 3, 5, 6, 1, 4) in 5 guesses.
Found (2, 0, 3, 5, 6, 4, 1) in 6 guesses.
Found (2, 0, 3, 6, 1, 4, 5) in 5 guesses.
Found (2, 0, 3, 6, 1, 5, 4) in 6 guesses.
Found (2, 0, 3, 6, 4, 1, 5) in 5 guesses.
Found (2, 0, 3, 6, 4, 5, 1) in 4 guesses.
Found (2, 0, 3, 6, 5, 1, 4) in 6 guesses.
Found (2, 0, 3, 6, 5, 4, 1) in 5 guesses.
Found (2, 0, 4, 1, 3, 5, 6) in 4 guesses.
Found (2, 0, 4, 1, 3, 6, 5) in 4 guesses.
Found (2, 0, 4, 1, 5, 3, 6) in 5 guesses.
Found (2, 0, 4, 1, 5, 6, 3) in 5 guesses.
Found (2, 0, 4, 1, 6, 3, 5) in 5 guesses.
Found (2, 0, 4, 1, 6, 5, 3) in 5 guesses.
Found (2, 0, 4, 3, 1, 5, 6) in 4 guesses.
Found (2, 0, 4, 3, 1, 6, 5) in 4 guesses.
Found (2, 0, 4, 3, 5, 1, 6) in 4 guesses.
Found (2, 0, 4, 3, 5, 6, 1) in 4 guesses.
Found (2, 0, 4, 3, 6, 1, 5) in 5 guesses.
Found (2, 0, 4, 3, 6, 5, 1) in 5 guesses.
Found (2, 0, 4, 5, 1, 3, 6) in 6 guesses.
Found (2, 0, 4, 5, 1, 6, 3) in 5 guesses.
Found (2, 0, 4, 5, 3, 1, 6) in 5 guesses.
Found (2, 0, 4, 5, 3, 6, 1) in 4 guesses.
Found (2, 0, 4, 5, 6, 1, 3) in 6 guesses.
Found (2, 0, 4, 5, 6, 3, 1) in 6 guesses.
Found (2, 0, 4, 6, 1, 3, 5) in 5 guesses.
Found (2, 0, 4, 6, 1, 5, 3) in 6 guesses.
Found (2, 0, 4, 6, 3, 1, 5) in 4 guesses.
Found (2, 0, 4, 6, 3, 5, 1) in 6 guesses.
Found (2, 0, 4, 6, 5, 1, 3) in 6 guesses.
Found (2, 0, 4, 6, 5, 3, 1) in 6 guesses.
Found (2, 0, 5, 1, 3, 4, 6) in 6 guesses.
Found (2, 0, 5, 1, 3, 6, 4) in 5 guesses.
Found (2, 0, 5, 1, 4, 3, 6) in 4 guesses.
Found (2, 0, 5, 1, 4, 6, 3) in 5 guesses.
Found (2, 0, 5, 1, 6, 3, 4) in 6 guesses.
Found (2, 0, 5, 1, 6, 4, 3) in 6 guesses.
Found (2, 0, 5, 3, 1, 4, 6) in 4 guesses.
Found (2, 0, 5, 3, 1, 6, 4) in 4 guesses.
Found (2, 0, 5, 3, 4, 1, 6) in 4 guesses.
Found (2, 0, 5, 3, 4, 6, 1) in 4 guesses.
Found (2, 0, 5, 3, 6, 1, 4) in 5 guesses.
Found (2, 0, 5, 3, 6, 4, 1) in 5 guesses.
Found (2, 0, 5, 4, 1, 3, 6) in 6 guesses.
Found (2, 0, 5, 4, 1, 6, 3) in 5 guesses.
Found (2, 0, 5, 4, 3, 1, 6) in 6 guesses.
Found (2, 0, 5, 4, 3, 6, 1) in 5 guesses.
Found (2, 0, 5, 4, 6, 1, 3) in 5 guesses.
Found (2, 0, 5, 4, 6, 3, 1) in 5 guesses.
Found (2, 0, 5, 6, 1, 3, 4) in 6 guesses.
Found (2, 0, 5, 6, 1, 4, 3) in 6 guesses.
Found (2, 0, 5, 6, 3, 1, 4) in 5 guesses.
Found (2, 0, 5, 6, 3, 4, 1) in 5 guesses.
Found (2, 0, 5, 6, 4, 1, 3) in 5 guesses.
Found (2, 0, 5, 6, 4, 3, 1) in 5 guesses.
Found (2, 0, 6, 1, 3, 4, 5) in 4 guesses.
Found (2, 0, 6, 1, 3, 5, 4) in 5 guesses.
Found (2, 0, 6, 1, 4, 3, 5) in 5 guesses.
Found (2, 0, 6, 1, 4, 5, 3) in 4 guesses.
Found (2, 0, 6, 1, 5, 3, 4) in 6 guesses.
Found (2, 0, 6, 1, 5, 4, 3) in 6 guesses.
Found (2, 0, 6, 3, 1, 4, 5) in 5 guesses.
Found (2, 0, 6, 3, 1, 5, 4) in 4 guesses.
Found (2, 0, 6, 3, 4, 1, 5) in 5 guesses.
Found (2, 0, 6, 3, 4, 5, 1) in 4 guesses.
Found (2, 0, 6, 3, 5, 1, 4) in 5 guesses.
Found (2, 0, 6, 3, 5, 4, 1) in 6 guesses.
Found (2, 0, 6, 4, 1, 3, 5) in 4 guesses.
Found (2, 0, 6, 4, 1, 5, 3) in 6 guesses.
Found (2, 0, 6, 4, 3, 1, 5) in 4 guesses.
Found (2, 0, 6, 4, 3, 5, 1) in 6 guesses.
Found (2, 0, 6, 4, 5, 1, 3) in 5 guesses.
Found (2, 0, 6, 4, 5, 3, 1) in 5 guesses.
Found (2, 0, 6, 5, 1, 3, 4) in 6 guesses.
Found (2, 0, 6, 5, 1, 4, 3) in 6 guesses.
Found (2, 0, 6, 5, 3, 1, 4) in 5 guesses.
Found (2, 0, 6, 5, 3, 4, 1) in 5 guesses.
Found (2, 0, 6, 5, 4, 1, 3) in 5 guesses.
Found (2, 0, 6, 5, 4, 3, 1) in 5 guesses.
Found (2, 1, 0, 3, 4, 5, 6) in 4 guesses.
Found (2, 1, 0, 3, 4, 6, 5) in 2 guesses.
Found (2, 1, 0, 3, 5, 4, 6) in 4 guesses.
Found (2, 1, 0, 3, 5, 6, 4) in 5 guesses.
Found (2, 1, 0, 3, 6, 4, 5) in 5 guesses.
Found (2, 1, 0, 3, 6, 5, 4) in 4 guesses.
Found (2, 1, 0, 4, 3, 5, 6) in 4 guesses.
Found (2, 1, 0, 4, 3, 6, 5) in 5 guesses.
Found (2, 1, 0, 4, 5, 3, 6) in 5 guesses.
Found (2, 1, 0, 4, 5, 6, 3) in 4 guesses.
Found (2, 1, 0, 4, 6, 3, 5) in 6 guesses.
Found (2, 1, 0, 4, 6, 5, 3) in 5 guesses.
Found (2, 1, 0, 5, 3, 4, 6) in 5 guesses.
Found (2, 1, 0, 5, 3, 6, 4) in 4 guesses.
Found (2, 1, 0, 5, 4, 3, 6) in 4 guesses.
Found (2, 1, 0, 5, 4, 6, 3) in 5 guesses.
Found (2, 1, 0, 5, 6, 3, 4) in 5 guesses.
Found (2, 1, 0, 5, 6, 4, 3) in 6 guesses.
Found (2, 1, 0, 6, 3, 4, 5) in 5 guesses.
Found (2, 1, 0, 6, 3, 5, 4) in 5 guesses.
Found (2, 1, 0, 6, 4, 3, 5) in 5 guesses.
Found (2, 1, 0, 6, 4, 5, 3) in 4 guesses.
Found (2, 1, 0, 6, 5, 3, 4) in 5 guesses.
Found (2, 1, 0, 6, 5, 4, 3) in 5 guesses.
Found (2, 1, 3, 0, 4, 5, 6) in 4 guesses.
Found (2, 1, 3, 0, 4, 6, 5) in 5 guesses.
Found (2, 1, 3, 0, 5, 4, 6) in 5 guesses.
Found (2, 1, 3, 0, 5, 6, 4) in 2 guesses.
Found (2, 1, 3, 0, 6, 4, 5) in 5 guesses.
Found (2, 1, 3, 0, 6, 5, 4) in 6 guesses.
Found (2, 1, 3, 4, 0, 5, 6) in 5 guesses.
Found (2, 1, 3, 4, 0, 6, 5) in 5 guesses.
Found (2, 1, 3, 4, 5, 0, 6) in 6 guesses.
Found (2, 1, 3, 4, 5, 6, 0) in 4 guesses.
Found (2, 1, 3, 4, 6, 0, 5) in 5 guesses.
Found (2, 1, 3, 4, 6, 5, 0) in 6 guesses.
Found (2, 1, 3, 5, 0, 4, 6) in 6 guesses.
Found (2, 1, 3, 5, 0, 6, 4) in 4 guesses.
Found (2, 1, 3, 5, 4, 0, 6) in 5 guesses.
Found (2, 1, 3, 5, 4, 6, 0) in 5 guesses.
Found (2, 1, 3, 5, 6, 0, 4) in 4 guesses.
Found (2, 1, 3, 5, 6, 4, 0) in 5 guesses.
Found (2, 1, 3, 6, 0, 4, 5) in 5 guesses.
Found (2, 1, 3, 6, 0, 5, 4) in 6 guesses.
Found (2, 1, 3, 6, 4, 0, 5) in 5 guesses.
Found (2, 1, 3, 6, 4, 5, 0) in 5 guesses.
Found (2, 1, 3, 6, 5, 0, 4) in 4 guesses.
Found (2, 1, 3, 6, 5, 4, 0) in 5 guesses.
Found (2, 1, 4, 0, 3, 5, 6) in 5 guesses.
Found (2, 1, 4, 0, 3, 6, 5) in 4 guesses.
Found (2, 1, 4, 0, 5, 3, 6) in 5 guesses.
Found (2, 1, 4, 0, 5, 6, 3) in 4 guesses.
Found (2, 1, 4, 0, 6, 3, 5) in 5 guesses.
Found (2, 1, 4, 0, 6, 5, 3) in 5 guesses.
Found (2, 1, 4, 3, 0, 5, 6) in 4 guesses.
Found (2, 1, 4, 3, 0, 6, 5) in 5 guesses.
Found (2, 1, 4, 3, 5, 0, 6) in 5 guesses.
Found (2, 1, 4, 3, 5, 6, 0) in 6 guesses.
Found (2, 1, 4, 3, 6, 0, 5) in 6 guesses.
Found (2, 1, 4, 3, 6, 5, 0) in 5 guesses.
Found (2, 1, 4, 5, 0, 3, 6) in 5 guesses.
Found (2, 1, 4, 5, 0, 6, 3) in 5 guesses.
Found (2, 1, 4, 5, 3, 0, 6) in 6 guesses.
Found (2, 1, 4, 5, 3, 6, 0) in 5 guesses.
Found (2, 1, 4, 5, 6, 0, 3) in 6 guesses.
Found (2, 1, 4, 5, 6, 3, 0) in 5 guesses.
Found (2, 1, 4, 6, 0, 3, 5) in 6 guesses.
Found (2, 1, 4, 6, 0, 5, 3) in 6 guesses.
Found (2, 1, 4, 6, 3, 0, 5) in 5 guesses.
Found (2, 1, 4, 6, 3, 5, 0) in 6 guesses.
Found (2, 1, 4, 6, 5, 0, 3) in 5 guesses.
Found (2, 1, 4, 6, 5, 3, 0) in 5 guesses.
Found (2, 1, 5, 0, 3, 4, 6) in 6 guesses.
Found (2, 1, 5, 0, 3, 6, 4) in 4 guesses.
Found (2, 1, 5, 0, 4, 3, 6) in 5 guesses.
Found (2, 1, 5, 0, 4, 6, 3) in 5 guesses.
Found (2, 1, 5, 0, 6, 3, 4) in 4 guesses.
Found (2, 1, 5, 0, 6, 4, 3) in 5 guesses.
Found (2, 1, 5, 3, 0, 4, 6) in 5 guesses.
Found (2, 1, 5, 3, 0, 6, 4) in 6 guesses.
Found (2, 1, 5, 3, 4, 0, 6) in 5 guesses.
Found (2, 1, 5, 3, 4, 6, 0) in 4 guesses.
Found (2, 1, 5, 3, 6, 0, 4) in 5 guesses.
Found (2, 1, 5, 3, 6, 4, 0) in 4 guesses.
Found (2, 1, 5, 4, 0, 3, 6) in 6 guesses.
Found (2, 1, 5, 4, 0, 6, 3) in 5 guesses.
Found (2, 1, 5, 4, 3, 0, 6) in 5 guesses.
Found (2, 1, 5, 4, 3, 6, 0) in 5 guesses.
Found (2, 1, 5, 4, 6, 0, 3) in 6 guesses.
Found (2, 1, 5, 4, 6, 3, 0) in 6 guesses.
Found (2, 1, 5, 6, 0, 3, 4) in 5 guesses.
Found (2, 1, 5, 6, 0, 4, 3) in 6 guesses.
Found (2, 1, 5, 6, 3, 0, 4) in 5 guesses.
Found (2, 1, 5, 6, 3, 4, 0) in 5 guesses.
Found (2, 1, 5, 6, 4, 0, 3) in 5 guesses.
Found (2, 1, 5, 6, 4, 3, 0) in 6 guesses.
Found (2, 1, 6, 0, 3, 4, 5) in 5 guesses.
Found (2, 1, 6, 0, 3, 5, 4) in 6 guesses.
Found (2, 1, 6, 0, 4, 3, 5) in 5 guesses.
Found (2, 1, 6, 0, 4, 5, 3) in 5 guesses.
Found (2, 1, 6, 0, 5, 3, 4) in 4 guesses.
Found (2, 1, 6, 0, 5, 4, 3) in 4 guesses.
Found (2, 1, 6, 3, 0, 4, 5) in 6 guesses.
Found (2, 1, 6, 3, 0, 5, 4) in 5 guesses.
Found (2, 1, 6, 3, 4, 0, 5) in 4 guesses.
Found (2, 1, 6, 3, 4, 5, 0) in 5 guesses.
Found (2, 1, 6, 3, 5, 0, 4) in 5 guesses.
Found (2, 1, 6, 3, 5, 4, 0) in 5 guesses.
Found (2, 1, 6, 4, 0, 3, 5) in 5 guesses.
Found (2, 1, 6, 4, 0, 5, 3) in 6 guesses.
Found (2, 1, 6, 4, 3, 0, 5) in 6 guesses.
Found (2, 1, 6, 4, 3, 5, 0) in 5 guesses.
Found (2, 1, 6, 4, 5, 0, 3) in 5 guesses.
Found (2, 1, 6, 4, 5, 3, 0) in 5 guesses.
Found (2, 1, 6, 5, 0, 3, 4) in 5 guesses.
Found (2, 1, 6, 5, 0, 4, 3) in 5 guesses.
Found (2, 1, 6, 5, 3, 0, 4) in 5 guesses.
Found (2, 1, 6, 5, 3, 4, 0) in 6 guesses.
Found (2, 1, 6, 5, 4, 0, 3) in 6 guesses.
Found (2, 1, 6, 5, 4, 3, 0) in 5 guesses.
Found (2, 3, 0, 1, 4, 5, 6) in 5 guesses.
Found (2, 3, 0, 1, 4, 6, 5) in 5 guesses.
Found (2, 3, 0, 1, 5, 4, 6) in 5 guesses.
Found (2, 3, 0, 1, 5, 6, 4) in 5 guesses.
Found (2, 3, 0, 1, 6, 4, 5) in 6 guesses.
Found (2, 3, 0, 1, 6, 5, 4) in 6 guesses.
Found (2, 3, 0, 4, 1, 5, 6) in 5 guesses.
Found (2, 3, 0, 4, 1, 6, 5) in 5 guesses.
Found (2, 3, 0, 4, 5, 1, 6) in 6 guesses.
Found (2, 3, 0, 4, 5, 6, 1) in 4 guesses.
Found (2, 3, 0, 4, 6, 1, 5) in 5 guesses.
Found (2, 3, 0, 4, 6, 5, 1) in 6 guesses.
Found (2, 3, 0, 5, 1, 4, 6) in 5 guesses.
Found (2, 3, 0, 5, 1, 6, 4) in 5 guesses.
Found (2, 3, 0, 5, 4, 1, 6) in 5 guesses.
Found (2, 3, 0, 5, 4, 6, 1) in 5 guesses.
Found (2, 3, 0, 5, 6, 1, 4) in 5 guesses.
Found (2, 3, 0, 5, 6, 4, 1) in 5 guesses.
Found (2, 3, 0, 6, 1, 4, 5) in 5 guesses.
Found (2, 3, 0, 6, 1, 5, 4) in 6 guesses.
Found (2, 3, 0, 6, 4, 1, 5) in 5 guesses.
Found (2, 3, 0, 6, 4, 5, 1) in 5 guesses.
Found (2, 3, 0, 6, 5, 1, 4) in 5 guesses.
Found (2, 3, 0, 6, 5, 4, 1) in 5 guesses.
Found (2, 3, 1, 0, 4, 5, 6) in 5 guesses.
Found (2, 3, 1, 0, 4, 6, 5) in 5 guesses.
Found (2, 3, 1, 0, 5, 4, 6) in 6 guesses.
Found (2, 3, 1, 0, 5, 6, 4) in 4 guesses.
Found (2, 3, 1, 0, 6, 4, 5) in 5 guesses.
Found (2, 3, 1, 0, 6, 5, 4) in 6 guesses.
Found (2, 3, 1, 4, 0, 5, 6) in 6 guesses.
Found (2, 3, 1, 4, 0, 6, 5) in 5 guesses.
Found (2, 3, 1, 4, 5, 0, 6) in 5 guesses.
Found (2, 3, 1, 4, 5, 6, 0) in 4 guesses.
Found (2, 3, 1, 4, 6, 0, 5) in 5 guesses.
Found (2, 3, 1, 4, 6, 5, 0) in 5 guesses.
Found (2, 3, 1, 5, 0, 4, 6) in 5 guesses.
Found (2, 3, 1, 5, 0, 6, 4) in 5 guesses.
Found (2, 3, 1, 5, 4, 0, 6) in 6 guesses.
Found (2, 3, 1, 5, 4, 6, 0) in 4 guesses.
Found (2, 3, 1, 5, 6, 0, 4) in 5 guesses.
Found (2, 3, 1, 5, 6, 4, 0) in 5 guesses.
Found (2, 3, 1, 6, 0, 4, 5) in 5 guesses.
Found (2, 3, 1, 6, 0, 5, 4) in 6 guesses.
Found (2, 3, 1, 6, 4, 0, 5) in 5 guesses.
Found (2, 3, 1, 6, 4, 5, 0) in 5 guesses.
Found (2, 3, 1, 6, 5, 0, 4) in 5 guesses.
Found (2, 3, 1, 6, 5, 4, 0) in 5 guesses.
Found (2, 3, 4, 0, 1, 5, 6) in 6 guesses.
Found (2, 3, 4, 0, 1, 6, 5) in 5 guesses.
Found (2, 3, 4, 0, 5, 1, 6) in 3 guesses.
Found (2, 3, 4, 0, 5, 6, 1) in 5 guesses.
